name,set,image,main_type,sub_type,color_type,special_type,tribe,attribute,level,attack,defense,text
Viser Des,ABPF,database\images\ViserDes.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,4,500,1200,"When this card is Normal Summoned, select 1 monster your opponent controls. Destroy that monster during your 3rd Standby Phase after the Summon. This card cannot be destroyed by battle until this effect is resolved."
Bee List Soldier,CRMS,database\images\BeeListSoldier.jpg,Monster,Effect,Nil,Nil,Insect,WIND,1,500,400,"You can Tribute this card and 1 face-up Insect-Type monster, except ""Bee List Soldier"", to draw 2 cards."
Informer Spider,ABPF,database\images\InformerSpider.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,4,500,1800,"When this card is sent from the field to the Graveyard by a card effect, take control of 1 Defense Position monster your opponent controls."
Larvae Moth,DB1,database\images\LarvaeMoth.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,2,500,400,"This monster cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing ""Petit Moth"" on the 2nd of your turns after ""Petit Moth"" has been equipped with ""Cocoon of Evolution""."
Parasite Paracide,DB1,database\images\ParasiteParacide.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,2,500,300,"FLIP: Put this card face-up in your opponent's Deck and shuffle it. When your opponent draws this card, it is Special Summoned on your opponent's side of the field in face-up Defense Position and inflicts 1000 damage to your opponent. Then all face-up monsters on your opponent's side of the field become Insect-Type as long as this card remains face-up on the field."
Swarm of Scarabs,DB2,database\images\SwarmofScarabs.jpg,Monster,Effect,Nil,Nil,Insect,DARK,3,500,1000,"Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, destroy 1 monster your opponent controls."
Jinzo #7,DB1,database\images\Jinzo7.jpg,Monster,Effect,Nil,Nil,Machine,DARK,2,500,400,This monster may attack your opponent directly.
Morphtronic Boarden,CRMS,database\images\MorphtronicBoarden.jpg,Monster,Effect,Nil,Nil,Machine,EARTH,3,500,1800,"*While in Attack Position: ""Morphtronic"" monsters you control can attack your opponent directly. *While in Defense Position: Other ""Morphtronic"" monsters you control cannot be destroyed by battle."
Woodborg Inpachi,5DS1,database\images\WoodborgInpachi.jpg,Monster,Normal,Nil,Nil,Machine,FIRE,5,500,2500,"The new form of the enigmatic Inpachi, remodeled by cutting-edge Dark World technology. Maneuverability has been sacrificed for strong armor, which was considered more important."
Fiber Jar,DB2,database\images\FiberJar.jpg,Monster,Effect,Nil,Nil,Plant,EARTH,3,500,500,"FLIP: Both players unite all their respective cards on the field, in their hands, and in their Graveyards with their respective Decks and shuffle them. Then both players draw 5 cards from their shuffled Decks."
Lonefire Blossom,CP07,database\images\LonefireBlossom.jpg,Monster,Effect,Nil,Nil,Plant,FIRE,3,500,1400,"Once per turn, you can Tribute 1 face-up Plant-Type monster to Special Summon 1 Plant-Type monster from your Deck."
Allure Queen LV3,CDIP,database\images\AllureQueenLV3.jpg,Monster,Effect,Nil,Nil,Spellcaster,DARK,3,500,500,"Once per turn, during your Main Phase, you can select 1 Level 3 or lower monster on your opponent's side of the field and equip it to this card. (Only 1 card at a time can be equipped due to this effect.) If this card would be destroyed by battle, the equipped monster is destroyed instead. During your Standby Phase, by sending this card to the Graveyard while it's equipped due to its effect, Special Summon 1 ""Allure Queen LV5"" from your hand or Deck."
Time Wizard,DB2,database\images\TimeWizard1.jpg,Monster,Effect,Nil,Nil,Spellcaster,LIGHT,2,500,400,"Toss a coin and call it. If you call it right, destroy all monsters on your opponent's side of the field. If you call it wrong, destroy all monsters on your side of the field, and you lose Life Points equal to half the total ATK of the destroyed monsters. You can only use this effect once per turn, during your Main Phase."
Nubian Guard,AST,database\images\NubianGuard.jpg,Monster,Effect,Nil,Nil,Warrior,FIRE,2,500,500,"When this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Continuous Spell Card from your Graveyard to the top of your Deck."
Sasuke Samurai,5DS2,database\images\SasukeSamurai.jpg,Monster,Effect,Nil,Nil,Warrior,WIND,2,500,800,"When this monster attacks a face-down Defense Position monster, destroy the face-down monster immediately with this card's effect without flipping it face-up or damage calculation."
Star Boy,DB2,database\images\StarBoy.jpg,Monster,Effect,Nil,Nil,Aqua,WATER,2,550,500,"As long as this card remains face-up on the Field, increase the ATK of all WATER monsters by 500 points and decrease the ATK of all FIRE monsters by 400 points."
Witch's Apprentice,DB2,database\images\WitchsApprentice.jpg,Monster,Effect,Nil,Nil,Spellcaster,DARK,2,550,500,"As long as this card remains face-up on the Field, increase the ATK of all DARK monsters by 500 points and decrease the ATK of all LIGHT monsters by 400 points."
Morphtronic Clocken,CSOC,database\images\MorphtronicClocken.jpg,Monster,Effect,Nil,Nil,Machine,EARTH,2,600,1100,"*While in Attack Position: This card gains 500 ATK for each Morph Counter on it. *While in Defense Position: Once per turn, you can place 1 Morph Counter on this card. You can Tribute this card to inflict 1000 damage to your opponent for each Morph Counter on it."
Rose Fairy,ABPF,database\images\RoseFairy.jpg,Monster,Effect,Nil,Nil,Plant,WIND,3,600,1200,"If this card is added from your Deck to your hand by the effect of a Spell, Trap, or Monster Card, you can Special Summon this card."
Emissary of the Oasis,AST,database\images\EmissaryoftheOasis.jpg,Monster,Effect,Nil,Nil,Spellcaster,LIGHT,3,600,400,"As long as a face-up Level 3 or lower Normal Monster remains on your side of the field, your opponent cannot select this card as an attack target. As long as this card remains on your side of the field, any Battle Damage to the controller of this card from battle involving a Level 3 or lower Normal Monster becomes 0."
Saggi the Dark Clown,DB2,database\images\SaggitheDarkClown.jpg,Monster,Normal,Nil,Nil,Spellcaster,DARK,3,600,1500,This clown appears from nowhere and executes very strange moves to avoid enemy attacks.
Gale Dogra,ABPF,database\images\GaleDogra.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,2,650,600,You can pay 3000 Life Points to discard 1 monster from your Extra Deck to the Graveyard.
Inaba White Rabbit,DB2,database\images\InabaWhiteRabbit.jpg,Monster,Effect,Nil,Spirit,Beast,EARTH,3,700,500,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned, Flip Summoned or flipped face-up. This monster attacks your opponent's Life Points directly."
Fire Ant Ascator,ABPF,database\images\FireAntAscator.jpg,Monster,Effect,Nil,Tuner,Insect,EARTH,3,700,1300,"When this card is destroyed by battle and sent to the Graveyard, you can select and Special Summon 1 Level 5 monster from your Graveyard. Its effect(s) is negated, and it is sent to the Graveyard during the End Phase of this turn."
Blackwing - Kochi the Daybreak,DP11,database\images\BlackwingKochitheDaybreak.jpg,Monster,Effect,Nil,Tuner,Winged Beast,DARK,4,700,1500,"If this card was Special Summoned, it cannot be used as a Synchro Material Monster."
Maiden of the Aqua,DB2,database\images\MaidenoftheAqua.jpg,Monster,Effect,Nil,Nil,Aqua,WATER,4,700,2000,"As long as this card remains face-up on the field, the field is treated as ""Umi."" (However, there is no increasing or decreasing of ATK/DEF due to ""Umi's"" effect.) If there is an active field card on the field, this effect is not applied."
Troop Dragon,DB2,database\images\TroopDragon.jpg,Monster,Effect,Nil,Nil,Dragon,WIND,2,700,800,"When this card is destroyed and sent to the Graveyard as a result of battle, Special Summon 1 ""Troop Dragon"" from your Deck to the field. Then shuffle your Deck."
Winged Minion,DB2,database\images\WingedMinion.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,2,700,700,Tribute this face-up card. Select 1 face-up Fiend-Type monster on the field. Increase the ATK and DEF of the monster by 700 points as long as it remains face-up on the field.
Thunder Kid,CP01,database\images\ThunderKid.jpg,Monster,Normal,Nil,Nil,Thunder,WIND,2,700,600,"This monster stores electricity within his body, and can unleash it with catastrophic power."
Dragon Manipulator,DB2,database\images\DragonManipulator.jpg,Monster,Effect,Nil,Nil,Warrior,EARTH,3,700,800,FLIP: Take control of 1 face-up Dragon-Type monster on your opponent's side of the field until the end of the turn.
Malice Ascendant,DR04,database\images\MaliceAscendant.jpg,Monster,Effect,Nil,Nil,Zombie,DARK,4,700,1000,"While this card is face-up on the field, during your opponent's Standby Phase, send a number of cards from the top of your opponent's Deck to the Graveyard equal to the number of ""Malice Ascendant""(s) in your Graveyard."
Drill Synchron,ABPF,database\images\DrillSynchron.jpg,Monster,Effect,Nil,Tuner,Machine,EARTH,3,800,300,"While you control this face-up card, during each battle between a Warrior-Type attacking monster you control and a Defense Position monster whose DEF is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent. Once per turn, when you inflict battle damage to your opponent with this effect, you can draw 1 card."
Eccentric Boy,DP09,database\images\EccentricBoy.jpg,Monster,Effect,Nil,Tuner,Spellcaster,WIND,3,800,200,"When using this card as a Synchro Material Monster, the other Synchro Material Monsters is 1 monster in your hand. The Synchro Monster that used this card as a Synchro Material Monster cannot activate its effects, its effect(s) is negated, and is removed from play when removed from the field."
Frequency Magician,5DS1,database\images\FrequencyMagician.jpg,Monster,Effect,Nil,Tuner,Spellcaster,LIGHT,2,800,400,"When this card is Normal Summoned, place 1 Spell Counter on it (max. 1). You can remove 1 Spell Counter from this card to have 1 face-up monster you control gain 500 ATK, until the End Phase."
Armor Breaker,DP06,database\images\ArmorBreaker.jpg,Monster,Effect,Nil,Union,Warrior,EARTH,3,800,800,"Once per turn, you can equip this card to a Warrior-Type monster you control, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, when that monster inflicts Battle Damage to your opponent, destroy 1 card on the field. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed by battle, this card is destroyed instead.)"
Humanoid Slime,DB1,database\images\HumanoidSlime.jpg,Monster,Normal,Nil,Nil,Aqua,WATER,4,800,2000,This slime apparently has some human genes in its genetic makeup.
Gyaku-Gire Panda,DCR,database\images\GyakuGirePanda.jpg,Monster,Effect,Nil,Nil,Beast,EARTH,3,800,1600,"The ATK of this card increases by 500 points for every monster on your opponent's side of the field. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points."
Happy Lover,CP02,database\images\HappyLover.jpg,Monster,Normal,Nil,Nil,Fairy,LIGHT,2,800,500,Enemies become overjoyed when struck by the Heart Ray emitted from the forehead of this tiny cherub.
Piranha Army,AST,database\images\PiranhaArmy.jpg,Monster,Effect,Nil,Nil,Fish,WATER,2,800,200,The Battle Damage this card inflicts by attacking your opponent's Life Points directly is doubled.
4-Starred Ladybug of Doom,DB1,database\images\4StarredLadybugofDoom1.jpg,Monster,Effect,Nil,Nil,Insect,WIND,3,800,1200,FLIP: Destroy all face-up Level 4 monsters on your opponent's side of the field.
Desert Protector,CRMS,database\images\DesertProtector.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,4,800,1000,"This card gains 300 DEF for each Spell and Trap Card on the field. If an Insect-Type monster you control would be destroyed, you can destroy this card instead."
Gokipon,DR04,database\images\Gokipon.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,2,800,800,"When this card is destroyed by battle and sent to the Graveyard, add 1 Insect-Type monster with an ATK of 1500 or less from your Deck to your hand."
Shield Worm,ABPF,database\images\ShieldWorm.jpg,Monster,Effect,Nil,Nil,Insect,EARTH,4,800,2000,"When this card is Summoned, it is changed to Defense Position. Then, send 1 card from the top of your opponent's Deck to the Graveyard for each face-up Insect-Type monster you control."
Blast Juggler,DB1,database\images\BlastJuggler.jpg,Monster,Effect,Nil,Nil,Machine,FIRE,3,800,900,You can only activate this effect during your Standby Phase. Offer this face-up card as a Tribute to select and destroy 2 face-up monsters with an ATK 1000 or less.
Cyber Barrier Dragon,DP04,database\images\CyberBarrierDragon.jpg,Monster,Effect,Nil,Nil,Machine,LIGHT,6,800,2800,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Attack Reflector Unit"". While this card is in Attack Position, your opponent's first attack each turn is negated."
Cyberdark Edge,DP04,database\images\CyberdarkEdge.jpg,Monster,Effect,Nil,Nil,Machine,DARK,4,800,800,"When this card is Normal Summoned, select 1 Level 3 or lower Dragon-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to the equipped card's ATK. This card can attack your opponent directly. If it attacks using this effect, the Battle Damage it inflicts to your opponent is halved. If this card would be destroyed by battle, the equipped monster is destroyed instead."
